ChEMBL ID,Name,Molecular Weight,CX Acidic pKa,CX Basic pKa,Aromatic Rings,Molecular Species,Molecular Formula,Smiles,Inchi Key,Amine Class
CHEMBL2315228,,139.16,9.18,7.84,1.0,NEUTRAL,C6H9N3O,On1cc2c(n1)CCNC2,OZFHVXJTVWIDCU-UHFFFAOYSA-N,secondary
CHEMBL5195202,,239.27,13.09,8.38,1.0,NEUTRAL,C12H17NO4,COc1cccc([C@]2(CO)NC[C@@H](O)[C@@H]2O)c1,BPGFCZZNEXHQIZ-WOPDTQHZSA-N,secondary
CHEMBL70774,,177.25,,8.53,1.0,BASE,C10H15N3,CN1CCCC1c1ccc(N)nc1,FARGKMUKCFJLSU-UHFFFAOYSA-N,tertiary
CHEMBL308341,,196.25,,7.89,1.0,NEUTRAL,C10H16N2O2,Cc1cc([C@@H]2[C@@H](CO)CCN2C)on1,QSHYKMIHTHFQLQ-SCZZXKLOSA-N,tertiary
CHEMBL4073256,,165.24,,10.08,1.0,BASE,C10H15NO,CNCCc1cccc(OC)c1,MCGDBHZRFQKLBT-UHFFFAOYSA-N,secondary
CHEMBL503021,,177.2,12.86,8.15,0.0,NEUTRAL,C7H15NO4,C[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,ZEWFPWKROPWRKE-XUUWZHRGSA-N,secondary
CHEMBL3245946,,266.26,11.2,2.62,0.0,NEUTRAL,C11H14N4O4,O=C1CN([C@@H]2C[C@@H]2N2CC(=O)NC(=O)C2)CC(=O)N1,CJRYCXUDTLRXOJ-KNVOCYPGSA-N,tertiary
CHEMBL1172027,,165.28,,10.78,0.0,BASE,C11H19N,CC1(N)C2CC3CC(C2)CC1C3,ISCRIAGJXHTUGT-UHFFFAOYSA-N,primary
CHEMBL92706,,223.32,,8.5,0.0,NEUTRAL,C12H21N3O,CCC(C)[C@H](N)C(=O)N1CCC[C@@]1(C)C#N,FPVLYHRLWKMPCD-CIZBPJNJSA-N,primary
CHEMBL4209786,,204.27,,9.75,2.0,BASE,C12H16N2O,COc1ccc2c(c1)c(CCN)cn2C,OTEBNZFSZYXZFI-UHFFFAOYSA-N,primary
CHEMBL303296,,146.19,8.9,7.89,0.0,NEUTRAL,C6H14N2O2,CC(C)C[C@H](N)C(=O)NO,UJJHPFLWSVFLBE-YFKPBYRVSA-N,primary
CHEMBL138377,,203.33,,9.54,0.0,BASE,C11H25NO2,CCCCCCCCC(N)(CO)CO,XLBSLUFAIWWGSL-UHFFFAOYSA-N,primary
CHEMBL53785,,164.21,,8.17,1.0,NEUTRAL,C8H12N4,CN1CC=C(n2ccnn2)CC1,ZLCLVTLXNSWILI-UHFFFAOYSA-N,tertiary
CHEMBL4212793,,242.28,13.34,9.34,1.0,BASE,C10H18N4O3,OCCCc1cn(C[C@@H]2NC[C@@H](O)[C@H]2O)nn1,RBLRBXJUQVKGPB-AEJSXWLSSA-N,secondary
CHEMBL4072524,,185.23,,9.03,2.0,BASE,C11H11N3,NCc1ccnc(-c2cccnc2)c1,VJGZHSIYZMBNBO-UHFFFAOYSA-N,primary
CHEMBL3603944,,208.26,,10.42,1.0,BASE,C11H16N2O2,COc1ncccc1OC[C@@H]1CCCN1,NINLMIQMKICSOD-VIFPVBQESA-N,secondary
CHEMBL2093108,,162.24,,9.53,1.0,BASE,C10H14N2,NC[C@H]1CNCc2ccccc21,RAORDGYAVGAPFQ-VIFPVBQESA-N,primary
CHEMBL156283,,177.25,,8.13,1.0,NEUTRAL,C10H15N3,c1[nH]nc2c1CCN1CCCCC21,FIWQPBGSTABWLI-UHFFFAOYSA-N,tertiary
CHEMBL2347904,,245.29,9.11,7.05,2.0,NEUTRAL,C12H15N5O,CN1CCCC1c1nc2c(C(N)=O)cncc2[nH]1,GOSOUIMLPYNXHR-UHFFFAOYSA-N,tertiary
CHEMBL302963,,189.26,,10.03,1.0,BASE,C12H15NO,COc1ccc2c(c1)C1CC2C[C@H]1N,SUCPLAMTSMCDHI-BEUCVMACSA-N,primary
CHEMBL363603,,190.29,,8.13,1.0,NEUTRAL,C12H18N2,CN1CCN(Cc2ccccc2)CC1,MLJOKPBESJWYGL-UHFFFAOYSA-N,tertiary
CHEMBL4791279,,189.26,,9.33,1.0,BASE,C11H15N3,c1cc2c(cn1)CC[C@@H]1CNCCN21,RHUYPYGEUQRZCB-SNVBAGLBSA-N,secondary
CHEMBL4483772,,204.18,12.72,7.09,0.0,NEUTRAL,C7H12N2O5,N[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H]2COC(=O)N12,BXKWPPJPYICKAW-PQMKYFCFSA-N,primary
CHEMBL4582037,,306.36,12.95,9.43,0.0,BASE,C12H26N4O5,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,QBWLTQZEVUXXSR-RROBTUQGSA-N,primary
CHEMBL3229275,,149.24,,9.58,1.0,BASE,C10H15N,CC(C)NCc1ccccc1,LYBKPDDZTNUNNM-UHFFFAOYSA-N,secondary
CHEMBL3251560,,149.2,,9.04,1.0,BASE,C8H11N3,CN1CCc2ncncc2C1,QZQXULGWXOLHJB-UHFFFAOYSA-N,tertiary
CHEMBL492700,,161.25,,10.29,1.0,BASE,C11H15N,CNC[C@H]1C[C@@H]1c1ccccc1,MSKJTQHAEVRFRN-GHMZBOCLSA-N,secondary
CHEMBL3809770,,220.24,,7.09,2.0,NEUTRAL,C8H12N8,CN1CCN(c2nnc3nncn3n2)CC1,VJLMIRXMYKGZHY-UHFFFAOYSA-N,tertiary
CHEMBL1741856,,131.18,,10.19,0.0,BASE,C6H13NO2,CCOC(=O)CCCN,MAFQLJCYFMKEJJ-UHFFFAOYSA-N,primary
CHEMBL1161359,,222.24,12.27,8.23,1.0,NEUTRAL,C11H14N2O3,COC(=O)c1ccccc1NC(=O)C(C)N,DMKXKPYKCVMPIL-UHFFFAOYSA-N,primary
CHEMBL271722,,190.29,,9.52,1.0,BASE,C12H18N2,C[C@@H]1CCCN1CCc1ccncc1,HTPLEJUDOQHUSX-LLVKDONJSA-N,tertiary
CHEMBL246116,,263.3,10.19,8.5,1.0,NEUTRAL,C12H17N5O2,CN(C)CCNC(=O)/N=N/C(=O)Nc1ccccc1,WULGTFJZLFPWOV-FOCLMDBBSA-N,tertiary
CHEMBL504313,ENDO-EPIBOXIDINE,178.24,,10.1,1.0,BASE,C10H14N2O,Cc1cc([C@@H]2C[C@H]3CC[C@H]2N3)on1,GEEFPQBPVBFCSD-IWSPIJDZSA-N,secondary
CHEMBL1233424,HOMOSERINE LACTONE,101.11,,7.33,0.0,NEUTRAL,C4H7NO2,N[C@H]1CCOC1=O,QJPWUUJVYOJNMH-VKHMYHEASA-N,primary
CHEMBL3127711,,239.32,,7.41,1.0,NEUTRAL,C12H21N3O2,CCCCNc1c(NCCN(C)C)c(=O)c1=O,WJRVPSWFZNKKCU-UHFFFAOYSA-N,tertiary
CHEMBL1668527,,214.27,,5.27,2.0,NEUTRAL,C12H14N4,c1ccc(CN2CC2Cn2cncn2)cc1,HOOBTYYUKGEGNT-UHFFFAOYSA-N,tertiary
CHEMBL2420020,,231.34,,9.59,0.0,BASE,C12H25NO3,COC(=O)CCCCCCCCC(O)CN,QGUNTIKKKYIVOR-UHFFFAOYSA-N,primary
CHEMBL4059481,,195.26,,10.02,1.0,BASE,C11H17NO2,COc1ccc(C[C@H](C)N)cc1OC,KAZPHAGSWZTKDW-QMMMGPOBSA-N,primary
CHEMBL453574,,184.28,,8.43,0.0,NEUTRAL,C10H20N2O,CC(C)C[C@H](N)C(=O)N1CCCC1,SDPYMZWEYMJMGO-VIFPVBQESA-N,primary
CHEMBL205957,,161.2,,9.6,2.0,BASE,C10H11NO,NCCc1coc2ccccc12,NEHYFMQXSNIAMZ-UHFFFAOYSA-N,primary
CHEMBL264684,,282.3,11.2,3.48,0.0,NEUTRAL,C12H18N4O4,C[C@H]([C@H](C)N1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,OBYGAPWKTPDTAS-OCAPTIKFSA-N,tertiary
CHEMBL3931228,,229.29,,7.35,2.0,NEUTRAL,C12H15N5,c1cc(-n2cnc(CN3CCCC3)c2)ncn1,UMXUHEKUCGGJIE-UHFFFAOYSA-N,tertiary
CHEMBL195928,,179.27,,9.29,1.0,BASE,C10H17N3,CCN(C)CCc1cnccc1N,TULVRYOLTKEOHL-UHFFFAOYSA-N,tertiary
CHEMBL194593,,194.28,,9.17,1.0,BASE,C11H18N2O,CCN(C)CCc1cncc(OC)c1,TUZJJRRFQCSPAI-UHFFFAOYSA-N,tertiary
CHEMBL4550498,,188.27,,10.03,1.0,BASE,C12H16N2,N[C@@H]1[C@@H]2CC[C@@H](C2)[C@H]1c1cccnc1,LOMLRBVYEJFUID-BSJXLVFVSA-N,primary
CHEMBL298348,,179.26,,10.27,1.0,BASE,C11H17NO,COc1ccc(CC[C@@H](C)N)cc1,JMHAKVPFYWWNOW-SECBINFHSA-N,primary
CHEMBL2408875,,267.33,12.31,8.21,1.0,NEUTRAL,C12H21N5O2,CC[C@H](C)[C@H](N)C(=O)N[C@H](Cc1cnc[nH]1)C(N)=O,PWFNQZONFPMCIG-SFGNSQDASA-N,primary
CHEMBL3526695,,245.37,,10.04,0.0,BASE,C11H27N5O,CC(=O)NCCNCCNCCNCCCN,KJKWCXMWSYWLNK-UHFFFAOYSA-N,primary
CHEMBL382669,,165.24,,8.88,1.0,BASE,C9H15N3,CN(C)C(CN)c1cccnc1,PEQPPVGTDBKQPE-UHFFFAOYSA-N,primary
CHEMBL472318,,170.21,13.36,9.0,0.0,BASE,C8H14N2O2,CN1CCC[C@@H]1[C@H]1CNC(=O)O1,CRTBVFNYYUEWDJ-RNFRBKRXSA-N,tertiary
CHEMBL4468827,,179.23,,9.25,1.0,BASE,C8H13N5,Cc1cc(N2CC(N)C2)nc(N)n1,NNRWOZRAHOUFDJ-UHFFFAOYSA-N,primary
CHEMBL4466700,,295.3,,8.8,1.0,BASE,C12H17N5O4,CNC1CN(c2ccnc(N)n2)C1.O=C(O)/C=C/C(=O)O,GPGGZCNINXEKPN-WLHGVMLRSA-N,secondary
CHEMBL296723,,59.07,,7.81,0.0,NEUTRAL,C2H5NO,NCC=O,LYIIBVSRGJSHAV-UHFFFAOYSA-N,primary
CHEMBL205583,,207.32,,9.77,1.0,BASE,C12H21N3,c1nc(CCCCN2CCCCC2)c[nH]1,QPMSLQGYNLIUOH-UHFFFAOYSA-N,tertiary
CHEMBL313657,,133.15,12.98,8.53,0.0,BASE,C5H11NO3,OC1CNC[C@@H](O)[C@@H]1O,RMCNETIHECSPMZ-DEOSMSJNSA-N,secondary
CHEMBL3094060,,196.29,,9.34,0.0,BASE,C11H20N2O,CCN1C[C@H]2C[C@@H](C1)CN(C(C)=O)C2,UPMLHDQEUSGTQG-PHIMTYICSA-N,tertiary
CHEMBL3922386,,162.19,13.2,9.19,0.0,BASE,C6H14N2O3,NC[C@H]1N[C@@H](CO)[C@@H](O)[C@H]1O,NJOZFAFEQVQFJI-DPYQTVNSSA-N,primary
CHEMBL3985941,,162.19,13.2,9.19,0.0,BASE,C6H14N2O3,NC[C@H]1N[C@@H](CO)[C@H](O)[C@@H]1O,NJOZFAFEQVQFJI-MOJAZDJTSA-N,primary
CHEMBL3913830,,187.24,13.21,9.76,0.0,BASE,C9H17NO3,OC[C@@H]1[C@H](O)[C@@H](O)[C@@H]2CCCCN12,OFGMZMCSFBYDFL-KZVJFYERSA-N,tertiary
CHEMBL238225,,196.29,,8.5,0.0,NEUTRAL,C11H20N2O,CC[C@@H](C)[C@H](N)C(=O)N1CC[C@@H]2C[C@@H]21,XWNZNYHCTLEHCY-IMSYWVGJSA-N,primary
CHEMBL4580238,,209.24,9.79,7.33,1.0,NEUTRAL,C11H15NO3,O=c1cc(CN2CCCCC2)occ1O,YXENHQISOGPMNY-UHFFFAOYSA-N,tertiary
CHEMBL3753023,,117.15,13.51,9.2,0.0,BASE,C5H11NO2,C=C[C@@H](O)[C@@H](O)CN,RIBWZLJVEAAKEZ-UHNVWZDZSA-N,primary
CHEMBL3120238,,217.27,,8.32,2.0,NEUTRAL,C12H15N3O,CN(C)CCn1cnc2ccccc2c1=O,ICAIRIHFTILXBG-UHFFFAOYSA-N,tertiary
CHEMBL450353,TRIMIDINE,99.14,,6.97,0.0,NEUTRAL,C4H9N3,C1NC2CNC1N2,ADTOVHJRTOIPHI-UHFFFAOYSA-N,secondary
CHEMBL114233,,163.18,10.69,8.31,2.0,NEUTRAL,C7H9N5,NCc1c[nH]c(-c2ncc[nH]2)n1,ATBCUXIWWVERPP-UHFFFAOYSA-N,primary
CHEMBL278205,,191.23,,6.99,0.0,NEUTRAL,C10H13N3O,CO/N=C(/C#N)C1=CC2CCN(C1)C2,URIJTFPSNIGFDA-BENRWUELSA-N,tertiary
CHEMBL242910,,200.25,,9.66,1.0,BASE,C11H12N4,N#Cc1cncc(N2CC3CC2CN3)c1,CJRLDFQDWXLGLH-UHFFFAOYSA-N,secondary
CHEMBL3109280,,249.32,13.4,12.1,1.0,BASE,C12H19N5O,N=C(N)NCCC[C@H](N)C(=O)Nc1ccccc1,UUPMNTQKEFGQIO-JTQLQIEISA-N,primary
CHEMBL3393681,,175.23,12.93,8.82,0.0,BASE,C8H17NO3,CCC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O,JFOGNLDWQBZRQJ-YWIQKCBGSA-N,secondary
CHEMBL396901,,205.26,,10.36,1.0,BASE,C11H15N3O,COc1cncc(N2C[C@@H]3CNC[C@@H]32)c1,IBEGQZNIXSCPIN-KWQFWETISA-N,secondary
CHEMBL150421,,148.21,,9.39,1.0,BASE,C9H12N2,CNC/C=C/c1cccnc1,CDZIJYWPNIJNOT-DUXPYHPUSA-N,secondary
CHEMBL347362,,225.24,12.65,8.63,0.0,BASE,C8H19NO6,OCCNCC(O)C(O)C(O)C(O)CO,VQSVOQJUFSROBP-UHFFFAOYSA-N,secondary
CHEMBL46439,,163.22,13.89,9.42,1.0,BASE,C10H13NO,N[C@H]1CCc2ccccc2[C@@H]1O,IIMSEFZOOYSTDO-UWVGGRQHSA-N,primary
CHEMBL70397,,189.26,,10.03,1.0,BASE,C12H15NO,COc1cccc2c1C1CC2[C@H](N)C1,RVEWUKRGIUXYFV-YXGXMSFMSA-N,primary
CHEMBL392199,,257.33,,9.4,0.0,BASE,C12H23N3O3,COC(=O)[C@@H]1C[C@@H](N)CN1C(=O)[C@@H](N)CC(C)C,QBSVHNFWUGVECR-UTLUCORTSA-N,primary
CHEMBL3248372,,190.29,,9.78,1.0,BASE,C12H18N2,CCN[C@@H]1CCN(c2ccccc2)C1,SUKLAXLXOKENAK-LLVKDONJSA-N,secondary
CHEMBL1214433,ISOQUINUCLIDINE,111.19,,10.34,0.0,BASE,C7H13N,C1CC2CCC1CN2,KPUSZZFAYGWAHZ-UHFFFAOYSA-N,secondary
CHEMBL2079554,,196.25,,7.89,1.0,NEUTRAL,C10H16N2O2,Cc1cc([C@@H]2C[C@H](CO)CN2C)on1,AZBOTYZVVSPOGY-IUCAKERBSA-N,tertiary
CHEMBL179734,,174.25,,10.03,1.0,BASE,C11H14N2,Nc1ccc2c(c1)C1CNCC2C1,HXWNIHVLKOKITO-UHFFFAOYSA-N,secondary
CHEMBL311703,,193.25,,9.32,1.0,BASE,C9H15N5,Cc1nnn(C23CCCN(CC2)C3)n1,CNYPMMIFPKZDGI-UHFFFAOYSA-N,tertiary
CHEMBL555149,,205.22,8.8,7.55,1.0,NEUTRAL,C10H11N3O2,N#Cc1ccc(C[C@H](N)C(=O)NO)cc1,LBUVBAXZCRTNMC-VIFPVBQESA-N,primary
CHEMBL433233,,173.22,,9.7,2.0,BASE,C10H11N3,NC1Cc2cccn3ncc(c23)C1,PRZSHWXHGWAKRK-UHFFFAOYSA-N,primary
CHEMBL328429,,192.26,,8.7,1.0,BASE,C11H16N2O,c1cncc(OCCN2CCCC2)c1,SOMFWHZONIFICL-UHFFFAOYSA-N,tertiary
CHEMBL4102005,,254.25,,4.59,0.0,NEUTRAL,C10H14N4O4,O=C1CNCC(=O)N1CCN1C(=O)CNCC1=O,YPSRHIPNYBHZGK-UHFFFAOYSA-N,secondary
CHEMBL4090899,,262.35,12.94,10.23,0.0,BASE,C12H26N2O4,NCCCCCCN[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,LKCGCOWKCBGIJU-OSUNSFLBSA-N,primary
CHEMBL4218600,,133.15,13.93,7.84,0.0,NEUTRAL,C5H11NO3,OC[C@@H]1N[C@H](CO)[C@@H]1O,AFXIISCXWSSSNF-SCDXWVJYSA-N,secondary
CHEMBL341582,,159.23,,9.02,1.0,BASE,C11H13N,c1ccc2c(c1)C1CC[C@H]2NC1,PWDGMCPUUAQNLI-QHDYGNBISA-N,secondary
CHEMBL4574599,,197.23,9.94,8.98,1.0,BASE,C10H15NO3,CC(C)CNCc1cc(=O)c(O)co1,YEALCYAOGNMHNO-UHFFFAOYSA-N,secondary
CHEMBL4169161,,190.25,13.08,6.38,1.0,NEUTRAL,C11H14N2O,CN1CCC2(O)c3ccccc3NC12,CBQYNPHHHJTCJS-UHFFFAOYSA-N,tertiary
CHEMBL4752753,,127.19,,8.88,0.0,BASE,C7H13NO,CC1=CC(O)CN(C)C1,KAYNRPBUUNUSJY-UHFFFAOYSA-N,tertiary
CHEMBL4786569,,189.26,,8.35,1.0,NEUTRAL,C12H15NO,OC1C=CCN(Cc2ccccc2)C1,GLQFCKBSTGMWFY-UHFFFAOYSA-N,tertiary
CHEMBL14839,,180.25,,8.32,1.0,NEUTRAL,C10H16N2O,Cc1cc([C@H]2C[C@H](C)CN2C)on1,JYWNONAQSBRXSV-IONNQARKSA-N,tertiary
CHEMBL4072995,,207.27,9.95,8.44,1.0,NEUTRAL,C12H17NO2,COc1cc(CN2CCCC2)ccc1O,LOUFFTSSGXOXOB-UHFFFAOYSA-N,tertiary
CHEMBL3586520,,246.31,12.44,9.67,0.0,BASE,C10H22N4O3,CCOC(=O)CN(C)NC(=O)C[C@@H](N)CCN,SLWLKXOVFIUKTA-QMMMGPOBSA-N,primary
CHEMBL217135,,135.21,,9.33,1.0,BASE,C9H13N,CCc1ccc(CN)cc1,DGAGEFUEKIORSQ-UHFFFAOYSA-N,primary
CHEMBL2151967,,143.1,7.05,3.81,0.0,NEUTRAL,C4H5N3O3,NC1C(=O)NC(=O)NC1=O,PSQZLWHRJMYZHD-UHFFFAOYSA-N,primary
CHEMBL4758275,,114.17,,8.66,0.0,BASE,C6H11NO,[2H]C1(O)C=CCN(C)C1,GLDHZKQYHDFALD-RAMDWTOOSA-N,tertiary
CHEMBL107334,,207.27,10.25,9.15,1.0,BASE,C12H17NO2,CC1(C)c2cc(O)ccc2C[C@@H](O)[C@H]1N,QYFQNTJWRHLHDP-GHMZBOCLSA-N,primary
CHEMBL4087430,,268.27,,4.59,0.0,NEUTRAL,C11H16N4O4,CC(CN1C(=O)CNCC1=O)N1C(=O)CNCC1=O,OHTAHPUATLWIOP-UHFFFAOYSA-N,secondary
CHEMBL1076937,,221.26,11.1,6.1,1.0,NEUTRAL,C12H15NO3,O=c1c(O)ccccc1CN1CCOCC1,WINAKCAPJUUFGZ-UHFFFAOYSA-N,tertiary
CHEMBL289657,,198.27,10.9,9.74,0.0,BASE,C10H18N2O2,CC1OC2(CCN(C)CC2)C/C1=N/O,AOLIHOHUBWJEAX-LUAWRHEFSA-N,tertiary
CHEMBL427643,,163.17,12.71,8.48,0.0,NEUTRAL,C6H13NO4,CO[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O,NLCVJSNNNWJBCS-YDMGZANHSA-N,primary
CHEMBL5218544,,194.28,,9.4,1.0,BASE,C11H18N2O,CN(C)CCOc1ccc(CN)cc1,OBHPRQNPNGQGCK-UHFFFAOYSA-N,primary
CHEMBL194588,,190.25,9.31,8.4,2.0,NEUTRAL,C11H14N2O,CN(C)Cc1c[nH]c2cccc(O)c12,YJJMKVPZBCHYHD-UHFFFAOYSA-N,tertiary
CHEMBL116834,,91.11,,9.23,0.0,BASE,C3H9NO2,NC(CO)CO,KJJPLEZQSCZCKE-UHFFFAOYSA-N,primary
CHEMBL3233217,,195.18,7.65,4.49,1.0,NEUTRAL,C7H9N5O2,NC1N=C(O)c2nc(CO)cnc2N1,QCNSIKIMRANBNF-UHFFFAOYSA-N,primary
CHEMBL126506,,209.24,,9.99,1.0,BASE,C11H15NO3,COc1cc(CC(C)N)cc2c1OCO2,YQYUWUKDEVZFDB-UHFFFAOYSA-N,primary
CHEMBL44923,,228.34,,9.18,0.0,BASE,C12H24N2O2,OC[C@@H]1CCCN1CCN1CCC[C@H]1CO,FCHVIHHMBFUROV-RYUDHWBXSA-N,tertiary
CHEMBL609404,,210.32,,8.57,0.0,BASE,C12H22N2O,CN1CCCCC1CN1CCCCC1=O,TYLBKAZWHNTRBP-UHFFFAOYSA-N,tertiary
CHEMBL2207390,,212.25,13.35,9.13,1.0,BASE,C10H16N2O3,O[C@H]1[C@@H](O)CN[C@@H]1CNCc1ccco1,PZXVNBNMCOTOGT-KXUCPTDWSA-N,secondary
CHEMBL362727,,170.26,,7.75,0.0,NEUTRAL,C9H18N2O,CC(C)O/N=C/[C@H]1CCCN1C,WXNQQIBQWFDHNB-YIXGCBLDSA-N,tertiary
CHEMBL2207392,,212.25,13.35,9.13,1.0,BASE,C9H16N4O2,O[C@H]1[C@@H](O)CN[C@@H]1CNCn1ccnc1,AXLGCGSOTAFBLX-HRDYMLBCSA-N,secondary
CHEMBL4793763,,153.23,,9.75,1.0,BASE,C8H15N3,CC(C)n1cncc1CCN,REONLTCDZAYJAA-UHFFFAOYSA-N,primary
CHEMBL1783093,,111.15,,10.94,0.0,BASE,C5H9N3,N=C(N)C1C=CCN1,BPWCPNGTHAAMLW-UHFFFAOYSA-N,secondary
CHEMBL290584,,268.28,11.66,9.37,2.0,BASE,C10H16N6O3,NCCOCCOCn1cnc2c(O)nc(N)nc21,PJEHCXHQVMNJLT-UHFFFAOYSA-N,primary
CHEMBL2261809,,198.31,,8.75,0.0,BASE,C11H22N2O,CN1CCN(C2CCCCC2O)CC1,XNPIZFXPYIILPL-UHFFFAOYSA-N,tertiary
CHEMBL5175538,,203.28,13.51,8.94,0.0,BASE,C10H21NO3,CCCCN1C[C@H](CO)[C@@H](O)[C@H](O)C1,MNMGUPFDAVSAED-OPRDCNLKSA-N,tertiary
CHEMBL3427617,,254.29,12.73,7.65,1.0,NEUTRAL,C12H18N2O4,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](NCc2cccnc2)[C@@H]1O,XZLKJQUVOYJXAN-OSUNSFLBSA-N,secondary
CHEMBL378431,,209.3,,9.74,1.0,BASE,C10H19N5,Cn1nnnc1CC1(CN)CCCCC1,NMSNVNVDLOGZEB-UHFFFAOYSA-N,primary
CHEMBL4563405,,223.27,,9.22,1.0,BASE,C12H17NO3,CC(C)COC(=O)Oc1ccc(CN)cc1,CLKOPZOBMVQHIP-UHFFFAOYSA-N,primary
CHEMBL3127979,,233.27,,7.87,1.0,NEUTRAL,C12H15N3O2,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccoc1,YPPDYTWHIGZMKC-QWRGUYRKSA-N,primary
CHEMBL1235900,O-BENZYL-l-SERINE,193.25,,7.44,1.0,NEUTRAL,C11H15NO2,CC(=O)[C@@H](N)COCc1ccccc1,ISLRAQPEXPIKDJ-NSHDSACASA-N,primary
CHEMBL4288514,,159.18,,4.92,0.0,NEUTRAL,C7H13NO3,COC(=O)CN1CCOCC1,LTMOFXOWXXOMEZ-UHFFFAOYSA-N,tertiary
CHEMBL141500,,150.22,,9.03,1.0,BASE,C9H14N2,CN(C)CCc1ccncc1,YVXKZGLIZHUYBK-UHFFFAOYSA-N,tertiary
CHEMBL4072628,,220.27,,8.21,1.0,NEUTRAL,C12H16N2O2,CN1CCC[C@H]1[C@H]1COc2cccnc2O1,ILBLIPKOMANMPA-GXSJLCMTSA-N,tertiary
CHEMBL4088360,,122.17,,9.74,1.0,BASE,C7H10N2,NCCc1ccncc1,IDLHTECVNDEOIY-UHFFFAOYSA-N,primary
CHEMBL206184,,209.29,,8.23,0.0,NEUTRAL,C11H19N3O,C=CCN(CC#N)C(=O)[C@@H](N)C(C)(C)C,HMECNQNCYAFYFS-SECBINFHSA-N,primary
CHEMBL5089747,,193.25,14.0,7.49,1.0,NEUTRAL,C11H15NO2,COc1ccc2c(c1)[C@@H](O)CN(C)C2,JLHBDDQSPYGBFO-NSHDSACASA-N,tertiary
CHEMBL4092674,,184.28,,9.44,0.0,BASE,C10H20N2O,OC1CCC(N2CCNCC2)CC1,XXJFHDNRNBKUIC-UHFFFAOYSA-N,secondary
CHEMBL3752603,,133.15,13.32,9.36,0.0,BASE,C5H11NO3,OC[C@@H]1NC[C@H](O)[C@@H]1O,OQEBIHBLFRADNM-VAYJURFESA-N,secondary
CHEMBL4438264,,138.21,,9.15,1.0,BASE,C8H14N2,CN(C)CCn1cccc1,MKAFXTJXBAATNI-UHFFFAOYSA-N,tertiary
CHEMBL381779,,183.25,12.16,8.23,0.0,NEUTRAL,C9H17N3O,C[C@@H](C#N)NC(=O)[C@@H](N)C(C)(C)C,YHUWLCRDWQAQJY-NKWVEPMBSA-N,primary
CHEMBL155402,,164.21,,7.53,1.0,NEUTRAL,C9H12N2O,CNC(=O)C(N)c1ccccc1,YEKJABDQUZLZOA-UHFFFAOYSA-N,primary
CHEMBL205980,,169.23,,8.51,0.0,BASE,C8H15N3O,CC(C)[C@H](N)C(=O)N(C)CC#N,ADJUMEYAFIKNCC-ZETCQYMHSA-N,primary
CHEMBL3309713,,183.25,,8.66,0.0,BASE,C10H17NO2,C[C@@H]1OC[C@]2(CN3CCC2CC3)O1,NUCNXJPAVKOMRW-SCZZXKLOSA-N,tertiary
CHEMBL3309915,,191.23,13.85,9.13,2.0,BASE,C10H13N3O,CN(C)Cc1cccc2nc(N)oc12,IAFHDYLAFXTCGP-UHFFFAOYSA-N,tertiary
CHEMBL596461,,187.24,13.28,9.75,0.0,BASE,C9H17NO3,C[C@@H]1C[C@H](O)[C@H]2[C@@H](O)[C@@H](O)CN2C1,LPPRKLJRXQSTSW-QVWMKHDWSA-N,tertiary
CHEMBL4099495,,217.31,13.51,9.08,0.0,BASE,C11H23NO3,CCCCC[C@@H]1NC[C@@H](O)[C@@H](O)[C@H]1CO,HEXGKPRMUKYMCW-MMWGEVLESA-N,secondary
CHEMBL1204,HYDROXYLATED COMPLETELY DELAKYLATED DIETHYLPROPION,165.19,8.02,7.28,1.0,NEUTRAL,C9H11NO2,CC(N)C(=O)c1ccc(O)cc1,GWCBLDBOWRUFCD-UHFFFAOYSA-N,primary
CHEMBL4756538,,209.25,12.55,10.03,1.0,BASE,C10H15N3O2,Cc1cc(C(=O)NC2CCNCC2)no1,RVKLCAXAALAPCO-UHFFFAOYSA-N,secondary
CHEMBL129638,,270.28,,7.01,0.0,NEUTRAL,C12H18N2O5,CN1CCN(C2=CC(=O)CC2)CC1.O=C(O)C(=O)O,DMJJWSQFAHEXHQ-UHFFFAOYSA-N,tertiary
CHEMBL146450,,185.27,,9.66,0.0,BASE,C9H19N3O,NCC[C@@H](N)C(=O)N1CCCCC1,RKBKYSFKXFKBBM-MRVPVSSYSA-N,primary
CHEMBL4557422,,223.27,9.82,9.0,1.0,BASE,C12H17NO3,O=c1cc(CNC2CCCCC2)occ1O,PEYHULHFPLDBAI-UHFFFAOYSA-N,secondary
