ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,MLa_Prediction,MLb_Prediction
25256,C12H17N3O,tertiary,CCOc1cncc(C2CN3CCC2C3)n1,10,base,pKAH1,8.73,chembl,ZGJVZHCYEFIWJD-UHFFFAOYSA-N,9.500318171609056,9.568608202822793
25258,C13H16N4O2,tertiary,CN1CCC(c2nc3cc([N+](=O)[O-])ccc3[nH]2)CC1,1,base,pKAH1,9.02,chembl,GSQSUSQFAPESAW-UHFFFAOYSA-N,8.428251449786707,8.551351285510876
25275,C11H16N6O4,primary,NCc1nn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,0,base,pKAH1,8.41,chembl,YOIRBWCZXHEXDU-IOSLPCCCSA-N,8.045394241918208,8.244075189466917
25283,C7H15NO,tertiary,OCCN1CCCCC1,3,base,pKAH1,9.46,chembl,KZTWONRVIPPDKH-UHFFFAOYSA-N,9.673503189821226,9.857337425913288
25287,C12H21N,primary,CCC12CC3CC(CC(N)(C3)C1)C2,9,base,pKAH1,10.7,chembl,OVQNSGBYKOJYBK-UHFFFAOYSA-N,10.5377934850279,10.489758932675597
25289,C6H13NO2,secondary,CC1CNCC(O)C1O,3,base,pKAH1,9.27,chembl,WPRCMXASRHJGNG-UHFFFAOYSA-N,8.801501285250453,8.79939872298591
25296,C13H21N3O3,secondary,CC(C)NCC(O)COc1ccc(NC(N)=O)cc1,3,base,pKAH1,9.67,chembl,FGMUQNDVAWYYSW-UHFFFAOYSA-N,8.237107157314766,8.539695238194493
25305,C11H16N4O3,secondary,O=c1[nH]cnc2c(CNCC(CO)CO)c[nH]c12,8,base,pKAH1,8.26,chembl,AZMNDLXJAAHUEZ-UHFFFAOYSA-N,7.944930857688916,8.253961387756318
25312,C13H14N2O,secondary,Oc1cccc(CNCc2ccncc2)c1,7,base,pKAH1,7.75,chembl,RSXSJMSASXLVOY-UHFFFAOYSA-N,8.193214636045818,8.549233785700327
25316,C11H14N2O,primary,COc1cccc2[nH]cc(CCN)c12,12,base,pKAH1,9.71,chembl,WMBARRJMPVVQEZ-UHFFFAOYSA-N,9.782974278265282,9.765702326186785
25328,C6H13NO3,secondary,C[C@H]1N[C@H](CO)[C@@H](O)[C@H]1O,2,base,pKAH1,9.45,chembl,YRBKDBZXOAEMOT-ARQDHWQXSA-N,8.63339128439559,8.693062272970455
25345,C12H16N2O4,primary,C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,6,base,pKAH1,8.02,chembl,NLKUJNGEGZDXGO-XVKPBYJWSA-N,7.97921197128248,8.068959142117626
25355,C10H21N,primary,CC(C)(C)C1CCC(N)CC1,8,base,pKAH1,10.45,chembl,BGNLXETYTAAURD-UHFFFAOYSA-N,10.532533696124574,10.503717054873249
25359,C12H15N,tertiary,c1ccc2c(c1)CCN1CCCC21,8,base,pKAH1,10.25,chembl,UFFWABKYFLFHDG-UHFFFAOYSA-N,9.198161380676066,9.366593802170438
25360,C11H17N,primary,CC(C)C(CN)c1ccccc1,5,base,pKAH1,9.79,chembl,VDMAQVANUGNDOM-UHFFFAOYSA-N,9.38219958541183,9.482239479025333
25367,C6H13NO5,primary,NC1OC(CO)C(O)C(O)C1O,0,base,pKAH1,7.39,chembl,WCWOEQFAYSXBRK-UHFFFAOYSA-N,7.9337654881280395,8.383348151883594
25380,C13H20N2,secondary,c1ccc(CNCCN2CCCC2)cc1,5,base,pKAH1,9.18,chembl,OTNSRGGZKMDZHU-UHFFFAOYSA-N,8.850164589255394,8.871753845780757
25385,C10H16N2O2,tertiary,Cc1c(O)c(=O)ccn1CCN(C)C,11,base,pKAH1,8.53,chembl,BWBVRGRDYWQFRK-UHFFFAOYSA-N,8.306526957087678,8.82419963485943
25399,C13H14N2,primary,Cc1ccc(C(N)c2ccncc2)cc1,6,base,pKAH1,8.66,chembl,AYXZNLMVLLGRKR-UHFFFAOYSA-N,8.513002973408181,8.842544583340267
25402,C13H15N3,secondary,c1cc2c3c(c[nH]c3c1)CC1CNCCN21,12,base,pKAH1,8.97,chembl,FSAALEHYCCSDSA-UHFFFAOYSA-N,9.244115144723288,9.272301198287792
25409,C11H16N4O5,primary,N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0,base,pKAH1,8.0,chembl,VHOLZZKNEBBHTH-YUMQZZPRSA-N,8.008881133297283,8.033486233531397
25446,C9H13NO3,primary,CC(N)C(O)c1ccc(O)c(O)c1,2,base,pKAH1,8.96,chembl,GEFQWZLICWMTKF-UHFFFAOYSA-N,8.613916642817438,8.605414952143741
25465,C9H13NO,secondary,CNCC(O)c1ccccc1,1,base,pKAH1,9.43,chembl,ZCTYHONEGJTYQV-UHFFFAOYSA-N,8.953048851815936,8.851846962127844
25472,C10H16N6,secondary,CNCCN(C)c1ccc2nnc(C)n2n1,1,base,pKAH1,9.49,chembl,LCPXELFTDVAXIM-UHFFFAOYSA-N,7.966326137724431,8.770759966025924
25534,C13H15N3,secondary,c1ccc2c(N3CCNCC3)ccnc2c1,13,base,pKAH1,8.91,chembl,CGSWRHKBLLDUHO-UHFFFAOYSA-N,8.429585121755277,8.706780321585422
25547,C12H17NO,tertiary,Cc1ccc(C2CN3CCC2CC3)o1,7,base,pKAH1,9.39,chembl,VGKXAALIEMNQNP-UHFFFAOYSA-N,9.31825636976641,9.214913792100301
25550,C12H30N4,primary,NCCCCNCCCCNCCCCN,10,base,pKAH1,11.16,chembl,RPSHOHKFHRFBAZ-UHFFFAOYSA-N,10.395083446339381,10.347024190419118
25553,C5H13NO2,tertiary,CN(C)CC(O)CO,1,base,pKAH1,8.6,chembl,QCMHUGYTOGXZIW-UHFFFAOYSA-N,8.561294036032532,8.641619913683247
25579,C12H15NO,secondary,Oc1cccc([C@H]2C[C@@H]3CC[C@H]2N3)c1,12,base,pKAH1,10.93,chembl,YBSIIWUTXMMWKC-MVWJERBFSA-N,8.836606518097243,8.798008603915004
25613,C12H19N3O2,tertiary,CCCCOc1nonc1C1=CCCN(C)C1,14,base,pKAH1,6.91,chembl,XNFKAONAVGFTDA-UHFFFAOYSA-N,8.473196415533204,8.620029960018082
25633,C12H19N3O,secondary,CC(C)Oc1cccc(N2CCNCC2)n1,12,base,pKAH1,8.78,chembl,VNFLCKSDQOEXJF-UHFFFAOYSA-N,9.43096353687222,9.368805110546695
25655,C13H17N,tertiary,c1ccc(CN2C3CCC2CC3)cc1,5,base,pKAH1,9.63,chembl,ITUMTGGIBOPIJQ-UHFFFAOYSA-N,9.149861163397606,9.328288502418832
25659,C10H16N2O2,tertiary,COc1ccc(OCCN(C)C)cn1,9,base,pKAH1,8.73,chembl,RWOCHTRCFZUFTL-UHFFFAOYSA-N,8.216459026797308,8.470950524704318
25663,C10H18N2O2,tertiary,CC1OC2(CCN(C)CC2)C/C1=N\O,6,base,pKAH1,9.74,chembl,AOLIHOHUBWJEAX-PKNBQFBNSA-N,8.51095557367236,8.636603467475279
25673,C13H21NO2,secondary,CCOC(CNCc1ccccc1)OCC,5,base,pKAH1,8.12,chembl,SXFVQTYQHWRYOS-UHFFFAOYSA-N,8.43266866637158,8.571659180909938
25766,C11H25N3O,primary,NCCCCCCCCNC(=O)CCN,0,base,pKAH1,10.24,chembl,KSNWUAPWTILXFF-UHFFFAOYSA-N,10.283917524506231,10.23434933704036
25777,C5H10N2O,secondary,NC(=O)[C@@H]1CCCN1,7,base,pKAH1,9.81,chembl,VLJNHYLEOZPXFW-BYPYZUCNSA-N,9.604933645256876,9.816362489509016
25800,C13H13N5,secondary,N#Cc1cc2cccnc2nc1N1CCNCC1,15,base,pKAH1,8.71,chembl,VOGAEOFLKGBKDH-UHFFFAOYSA-N,8.642810317285806,8.829559021108844
25803,C7H10N2O4,secondary,CCNC(C(=O)O)c1cc(O)no1,2,base,pKAH1,7.35,chembl,HSBVMXGJVKIWDF-UHFFFAOYSA-N,7.983529249196191,8.119700651856872
25810,C11H15NO2,secondary,COc1ccc(OC)c2c1CCNC2,12,base,pKAH1,8.27,chembl,XYFBJOKZCLYMEM-UHFFFAOYSA-N,9.444424570616823,9.470324776456215
25844,C12H22N2O2,tertiary,CC(=O)NC1CC2(CCN(C)CC2)OC1C,9,base,pKAH1,9.85,chembl,PLBXTZUSCKEVEQ-UHFFFAOYSA-N,8.72787967536676,8.929716876056727
25855,C12H16N2O3,tertiary,CN1CCC[C@H]1COc1cccc([N+](=O)[O-])c1,1,base,pKAH1,8.63,chembl,ZHZQMBCYDKNEHH-NSHDSACASA-N,8.214235120099547,8.566979427108038
25863,C7H14N2,primary,N[C@@]12CCC[C@@H]1CNC2,7,base,pKAH1,11.01,chembl,TUYIHOJSSJJFMO-RNFRBKRXSA-N,10.388364183812273,10.419255852609774
25865,C12H13N3O2,primary,NC1CCCc2c1[nH]c1ccc([N+](=O)[O-])cc21,0,base,pKAH1,9.03,chembl,AINZTKBCWTUYEF-UHFFFAOYSA-N,8.495252854823592,8.673008144096682
25875,C13H19N3O,tertiary,CN1CCN(CC(=O)Nc2ccccc2)CC1,1,base,pKAH1,7.21,chembl,VMUAXPIJCUSMCF-UHFFFAOYSA-N,8.386190596805832,8.645544264654156
25885,C12H23N3O2,primary,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC,14,base,pKAH1,8.14,chembl,PGTCIDPUBJUXTD-UWVGGRQHSA-N,8.290857914289058,8.681298255261037
25889,C11H18N4O,tertiary,c1cc(NCCCN2CCOCC2)ncn1,7,base,pKAH1,7.02,chembl,OUANBMIJEPRNHR-UHFFFAOYSA-N,8.035200623454365,8.765031745245267
25893,C13H16N2O2,secondary,COc1ccc2c(c1)C[C@@H]1CNCCN1C2=O,11,base,pKAH1,7.59,chembl,ARGOOWZEEGWQMW-SNVBAGLBSA-N,8.206491352157787,8.504451713670823
25899,C12H16N2O,primary,COc1ccc2c(C[C@@H](C)N)c[nH]c2c1,10,base,pKAH1,9.96,chembl,CMYKARMYSPCRCF-MRVPVSSYSA-N,9.794662021590959,9.816095814399876
25912,C10H15N3,tertiary,CN1CCCC1c1ccc(N)nc1,1,base,pKAH1,8.53,chembl,FARGKMUKCFJLSU-UHFFFAOYSA-N,9.038626510470833,9.002420595047788
25925,C11H15N5O3,secondary,Nc1nc(O)c2[nH]cc([C@H]3C[C@@H](O)[C@@H](CO)N3)c2n1,16,base,pKAH1,9.11,chembl,APZQXOCHHXJTPR-FSDSQADBSA-N,8.066147317865797,8.236609764292854
25926,C12H12N2O,primary,NCc1ccnc(Oc2ccccc2)c1,0,base,pKAH1,8.96,chembl,PJFOUMAUWJEBRT-UHFFFAOYSA-N,8.943135612575652,9.030913712300194
25928,C12H16N2,secondary,CNCCc1cn(C)c2ccccc12,1,base,pKAH1,10.28,chembl,XUCUSHRCIKFRCK-UHFFFAOYSA-N,9.854729017676586,9.790618744012706
25954,C12H14N2O,tertiary,CN(C)Cc1ccc(-c2cccnc2)o1,1,base,pKAH1,8.24,chembl,PJHSLLRNPASXIS-UHFFFAOYSA-N,8.60657998003572,8.829632906634727
25964,C12H19N,secondary,C1CC2(N1)C1CC3CC(C1)CC2C3,3,base,pKAH1,11.27,chembl,STEZQPFDOUTCHF-UHFFFAOYSA-N,10.547672839038045,10.50660853796483
25967,C11H18N4O3,secondary,NC(=O)CN1CC[C@@H](NC(=O)[C@@H]2CCCN2)C1=O,15,base,pKAH1,9.5,chembl,QXHVGEXNEZRSGG-JGVFFNPUSA-N,8.04429510080589,8.514415704371388
25982,C10H14N6O3,primary,NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,base,pKAH1,8.8,chembl,GVSGUDGNTHCZHI-KQYNXXCUSA-N,8.182894484835614,8.550512465770534
25989,C12H20N2O,secondary,CN(C)CCCNCc1cccc(O)c1,6,base,pKAH1,9.11,chembl,IOFKAANBTYLHGH-UHFFFAOYSA-N,8.68479276896137,8.77244430270623
25990,C13H18N2,tertiary,CN(C)CCCn1ccc2ccccc21,1,base,pKAH1,9.66,chembl,VZQZKEYQPBNATK-UHFFFAOYSA-N,8.837932394287028,8.87532305613468
26005,C9H18N2O4,primary,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)O,9,base,pKAH1,7.85,chembl,NFDYGNFETJVMSE-BQBZGAKWSA-N,8.045545398708665,8.303210375546477
26035,C4H9N3,secondary,N=C(N)[C@H]1CCN1,0,base,pKAH1,11.33,chembl,JQAXMIRHPUQOBI-GSVOUGTGSA-N,9.968995197390301,9.974284099830108
26054,C11H17NO2,primary,CC[C@H](N)[C@H](O)c1ccc(OC)cc1,3,base,pKAH1,9.45,chembl,OREUEAIDCBAECI-WDEREUQCSA-N,8.584861916543543,8.612271311376826
26059,C11H12N8,primary,N#Cc1cnc(Nc2cc(NCCN)ncn2)cn1,13,base,pKAH1,9.54,chembl,ABTXHYNTCSODLN-UHFFFAOYSA-N,7.524153596571715,8.562866160900377
26060,C13H12N4O2,tertiary,CN1CCc2c(C#N)cc3nc(O)c(O)nc3c2C1,1,base,pKAH1,6.03,chembl,JFSMTFNFLHTIND-UHFFFAOYSA-N,7.8901368743573315,8.081168895296939
26068,C12H16N2O2,tertiary,CN1CCC[C@H]1[C@@H]1COc2ncccc2O1,1,base,pKAH1,8.25,chembl,ZRQYLGIDTXZHEU-ONGXEEELSA-N,8.315836709681097,8.443385651224526
26081,C13H20N4O,tertiary,CN(C)CCN(C)Cc1cccc2nc(N)oc12,5,base,pKAH1,9.02,chembl,GAJIKXZSXSLNTL-UHFFFAOYSA-N,8.693246741241557,8.88327596718253
26086,C12H17NO,secondary,COc1ccc2c(c1)C(C)CNCC2,11,base,pKAH1,10.16,chembl,VCCXGIDBLWAVNF-UHFFFAOYSA-N,8.96658479443005,8.811365394134361
26119,C12H27NO2,secondary,CCCCCCCCC(O)CNCCO,11,base,pKAH1,9.42,chembl,KITZZERCBTWDSN-UHFFFAOYSA-N,8.723532219107877,8.806213179347912
26122,C11H17N,primary,CCCC(N)Cc1ccccc1,4,base,pKAH1,10.04,chembl,VXGQDFOHLMAZIV-UHFFFAOYSA-N,10.032217453785304,10.003606735260647
26131,C8H13N3,secondary,c1nc(CC2CCNC2)c[nH]1,7,base,pKAH1,11.05,chembl,YGGBVTGACIFVRB-UHFFFAOYSA-N,10.207537232304208,10.351183700328805
26165,C6H12N2O3,primary,C[C@H](N)C(=O)NCCC(=O)O,2,base,pKAH1,8.39,chembl,LHMWTJPMNYKPGC-BYPYZUCNSA-N,8.021188545699635,8.299841191684296
26180,C9H12N2O,primary,CNC(=O)C(N)c1ccccc1,5,base,pKAH1,7.53,chembl,YEKJABDQUZLZOA-UHFFFAOYSA-N,8.421892377469675,8.548678085509872
26184,C11H15NO,secondary,COc1ccc2c(c1)CCNC2C,10,base,pKAH1,9.05,chembl,FSCCJTKQQGRDAT-UHFFFAOYSA-N,9.426585977780949,9.333991883636914
26188,C9H17NO3,secondary,CCCNC1C=CC(O)C(O)C1O,3,base,pKAH1,8.71,chembl,SGCUBGMIPHDTJO-UHFFFAOYSA-N,8.541934933347687,8.620700339920603
26190,C12H16N2O2,tertiary,CC(=O)O[C@H]1C[C@@H](c2cccnc2)N(C)C1,13,base,pKAH1,7.36,chembl,UILXGIGHUIZXMK-RYUDHWBXSA-N,7.797532772816506,8.418670662354465
26232,C13H17N5O3,tertiary,CN(C)CCOc1ccc2c(c1)/C(=N/NC(N)=O)C(=O)N2,1,base,pKAH1,8.73,chembl,AOYRUFGDULIUIY-UHFFFAOYSA-N,8.055181657824965,8.441071608074807
26237,C10H21N3O,primary,NCCCC[C@H](N)C(=O)N1CCCC1,0,base,pKAH1,10.21,chembl,NERFQQPUBDASEO-VIFPVBQESA-N,10.132480113636639,10.10132873830557
26242,C12H17N3,tertiary,Cc1ncc(C2CN3CCC2CC3)cn1,7,base,pKAH1,8.42,chembl,KFBBCDJPHCQEHY-UHFFFAOYSA-N,8.970550047446553,8.870545824637537
26243,C10H15NO2,tertiary,O=C1CCC2(CN3CCC2CC3)O1,6,base,pKAH1,9.08,chembl,QRWOYKHLCWIQAV-UHFFFAOYSA-N,8.172282071335593,8.495743919184356
26247,C12H14N4O,secondary,O=c1cc(N2CCNCC2)nc2ccccn12,7,base,pKAH1,8.93,chembl,YMZVMQZXOZLAIX-UHFFFAOYSA-N,8.378963776965527,8.869746650195966
26290,C9H14N4,tertiary,CN1CCC=C(c2cnn(C)n2)C1,1,base,pKAH1,7.58,chembl,BOOLVSGWJUFBES-UHFFFAOYSA-N,8.40748022055816,8.532005586703006
26310,C10H19NO3,primary,CCCCCOC(=O)CCC(=O)CN,13,base,pKAH1,7.83,chembl,XVNIJEYEHHBPPR-UHFFFAOYSA-N,9.091301149022875,9.216211789156487
26319,C11H13N3,primary,NCCNc1ccnc2ccccc12,0,base,pKAH1,9.63,chembl,VFWKJZJCYMNIRF-UHFFFAOYSA-N,9.02083350835972,9.083156441357138
26325,C13H23N5O3,primary,COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCCCN,20,base,pKAH1,10.2,chembl,JPUZVQADCCFSOS-WDEREUQCSA-N,9.9660022413229,10.013166515827875
26333,C12H16N2O3,primary,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,6,base,pKAH1,8.01,chembl,MIDZLCFIAINOQN-WPRPVWTQSA-N,8.001002585816433,8.221934912694278
26334,C6H13NO3,secondary,C[C@H]1N[C@H](CO)[C@H](O)[C@@H]1O,2,base,pKAH1,9.45,chembl,YRBKDBZXOAEMOT-KAZBKCHUSA-N,8.771019932042705,8.955672120619788
26339,C13H16N4O,tertiary,c1cc2oc(N3CCN4CCC3CC4)nc2cn1,8,base,pKAH1,8.3,chembl,CEKDIBLPETYROS-UHFFFAOYSA-N,8.317829502733712,8.50282867674538
26356,C5H11NO,secondary,OC1CCCNC1,5,base,pKAH1,9.75,chembl,BIWOSRSKDCZIFM-UHFFFAOYSA-N,9.782100216357119,9.754843517604208
26368,C11H13NO2,primary,NC1CCc2c(ccc3c2OCO3)C1,0,base,pKAH1,10.03,chembl,RIOMIXSSVKANQH-UHFFFAOYSA-N,9.89441608819155,9.90306816994351
26408,C9H13N3O,tertiary,CN1CC[C@H]1COc1cccnn1,1,base,pKAH1,7.6,chembl,KXRGKVKUUXYYLY-QMMMGPOBSA-N,8.610224692604886,8.622541842082686
26409,C13H24N2O,primary,CC(C)=CCC/C(C)=C/C(=O)NCCCN,15,base,pKAH1,9.77,chembl,NTSYFSQEWWKRRK-ZRDIBKRKSA-N,9.023387430660822,8.917436475920672
26426,C9H12N2O,primary,NCCNC(=O)c1ccccc1,0,base,pKAH1,9.16,chembl,NHWKHNPRDPAXLM-UHFFFAOYSA-N,9.528681478381626,9.457939381090185
26428,C12H16N2,tertiary,Cc1ccc2[nH]cc(CN(C)C)c2c1,9,base,pKAH1,9.03,chembl,GXCDTJAVATWRFZ-UHFFFAOYSA-N,9.21334378084915,9.181653061367422
26436,C11H17N,tertiary,CN(C)CCCc1ccccc1,1,base,pKAH1,9.64,chembl,NMXXDRKTOJAAQS-UHFFFAOYSA-N,9.139308601337069,9.309000680218954
26443,C9H12N2O,secondary,c1cncc(OC[C@@H]2CCN2)c1,10,base,pKAH1,9.78,chembl,XKFMBGWHHBCWCD-QMMMGPOBSA-N,8.767257993460845,8.923889180793342
26446,C11H23NO4,secondary,CCCCC[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O,8,base,pKAH1,8.36,chembl,ATZIJQARFQJARY-ZRUFSTJUSA-N,8.385137761853029,8.612270635456653
26457,C13H23N3,primary,NCCCN(CCN)CCc1ccccc1,4,base,pKAH1,10.02,chembl,GYOLPYPRBWBBKT-UHFFFAOYSA-N,10.062260629640958,10.10401996735584
26484,C12H15N3O,secondary,Cc1ccc2c(c1)N1CCNCC1C(=O)N2,10,base,pKAH1,8.11,chembl,XCMDBWQOUOFRED-UHFFFAOYSA-N,8.720585953513066,8.797383620854546
26492,C12H14N2O3,tertiary,CN(C)CCOc1ccc2c(c1)C(=O)C(=O)N2,1,base,pKAH1,8.02,chembl,OFYUUAHVBSDDLV-UHFFFAOYSA-N,7.77409693690839,8.230706956173911
26515,C13H19N,tertiary,Cc1ccc(CCN2CCCC2)cc1,7,base,pKAH1,9.78,chembl,RLADTPQRCGVXDS-UHFFFAOYSA-N,9.1954251685834,9.38630121286881
26518,C12H13NO4,tertiary,CN(C)Cc1c(O)c(O)cc2oc(=O)ccc12,1,base,pKAH1,8.48,chembl,LWIPMVXBHTUPKU-UHFFFAOYSA-N,8.03757459841859,8.573241108427391
26531,C11H11NO,primary,NCc1c(O)ccc2ccccc12,0,base,pKAH1,10.32,chembl,KAGRCSIJBVBXLY-UHFFFAOYSA-N,8.436196490680077,8.948886198066791
26545,C11H14N2O4,primary,C[C@H]1O[C@@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1N,16,base,pKAH1,9.07,chembl,BXNIGFVNPDKNLC-ONOSFVFSSA-N,8.203570344282987,8.753042882359425
26578,C11H15NO4,secondary,OC[C@@]1(c2ccc(O)cc2)NC[C@@H](O)[C@@H]1O,10,base,pKAH1,8.41,chembl,OWBLWUSUABOFPL-VWYCJHECSA-N,7.380565879855205,8.302884344088023
26595,C9H19N3O3,primary,CCCC[C@H](NC(=O)[C@H](N)CN)C(=O)O,11,base,pKAH1,8.39,chembl,XAZFNVDFTMOYDP-RQJHMYQMSA-N,8.214890136030785,8.404470746816108
26613,C11H16N2O,tertiary,CN1CCC[C@H]1COc1cccnc1,1,base,pKAH1,8.72,chembl,MVLJPWPLDPHKST-JTQLQIEISA-N,8.64007522076647,8.803108875806577
26637,C7H15NO5,secondary,OC[C@@H]1N[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O,3,base,pKAH1,7.6,chembl,CLVUFWXGNIFGNC-REQIZBSHSA-N,8.044774841972519,8.28979707546305
26644,C9H16N4O3,secondary,COCc1cn(C[C@@H]2NC[C@@H](O)[C@H]2O)nn1,8,base,pKAH1,9.29,chembl,VKLORLMJOJUXSE-YIZRAAEISA-N,7.902302549367212,8.527405392452671
26649,C11H17NO2,tertiary,CC[C@H]1O[C@@]2(CC1=O)CN1CCC2C1,9,base,pKAH1,8.6,chembl,UCBMMZUQOWFFKQ-JROPRLTOSA-N,9.624125251827202,9.554444123168283
26714,C5H7N3O3,primary,N[C@H](C(=O)O)c1ccnn1O,0,base,pKAH1,7.28,chembl,IICRPKTXGWIJCY-BYPYZUCNSA-N,7.788652793730123,7.855818398089271
26723,C10H18N2O2,tertiary,CO/N=C1\COC2(CCN(C)CC2)C1,9,base,pKAH1,9.98,chembl,KWJJYXOGOPJKGK-LUAWRHEFSA-N,8.464787982890948,8.533934783784574
26726,C9H13N3O,secondary,Cc1noc(C2=CC(C)CNC2)n1,10,base,pKAH1,8.95,chembl,PVBBFODWSSYNJT-UHFFFAOYSA-N,8.638934652975989,8.736919511138812
26734,C6H11N3,primary,NCCCc1c[nH]cn1,0,base,pKAH1,10.04,chembl,IHDFTEVCMVTMSP-UHFFFAOYSA-N,9.991962367281248,10.098756818795067
26750,C9H18N2O3,primary,COC(=O)CNC(=O)[C@@H](N)CC(C)C,9,base,pKAH1,8.43,chembl,QWZYDRRCPIDYNS-ZETCQYMHSA-N,8.209926659221635,8.599728647743493
26776,C8H15NO4,tertiary,OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@@H](O)CCN21,12,base,pKAH1,8.73,chembl,AIQMLBKBQCVDEY-OZRXBMAMSA-N,8.273639840374495,8.600514204607146
26796,C13H17N3O,tertiary,CN1CCN(C(C#N)c2ccc(O)cc2)CC1,1,base,pKAH1,7.24,chembl,PMWBLBVQEKZKNT-UHFFFAOYSA-N,7.94303553434946,8.348401121212438
26823,C10H13NO,primary,N[C@@H]1CC[C@]1(O)c1ccccc1,0,base,pKAH1,9.23,chembl,OMAAEWSBRRZBIS-ZJUUUORDSA-N,8.994368818832905,8.907878843612142
26833,C12H16N4,primary,NC1CCN(c2ccnc3[nH]ccc23)CC1,0,base,pKAH1,10.03,chembl,ZFBACGKIDNXYRK-UHFFFAOYSA-N,9.831710246720615,9.861463040686532
26835,C10H20N2O,primary,CC[C@H](C)[C@H](N)C(=O)N1CCCC1,5,base,pKAH1,8.5,chembl,IMCMJLZQYAUSFW-IUCAKERBSA-N,8.857667162655478,8.781338641976223
26850,C13H16N4O2,primary,NC1CCCC(c2nc3cc([N+](=O)[O-])ccc3[nH]2)C1,0,base,pKAH1,10.24,chembl,WSTLPTFLIRNIRP-UHFFFAOYSA-N,9.944223739637103,9.905671523907147
26855,C10H20N2O4,primary,COC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C,11,base,pKAH1,8.43,chembl,NYVBEJSCXIHLBN-YUMQZZPRSA-N,8.155636870209753,8.55934528110242
26882,C13H19N3O,secondary,COCc1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2,12,base,pKAH1,9.06,chembl,AUVNCNYPOJVIRZ-BXKDBHETSA-N,8.712032231884574,8.840230707358103
26889,C8H17NO3,secondary,CCC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,4,base,pKAH1,9.63,chembl,OPIRYPQUASLBFO-XAMCCFCMSA-N,8.679425084164034,8.778163584435672
26903,C9H18N2O3,primary,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)O,10,base,pKAH1,8.39,chembl,RDIKFPRVLJLMER-BQBZGAKWSA-N,8.318131206882198,8.397372397095067
26929,C8H17NO2,primary,CC[C@H](N)C(=O)OC(C)(C)C,3,base,pKAH1,7.41,chembl,UZHNWSLHLJLEAZ-LURJTMIESA-N,9.4532028873675,9.359902914050295
26930,C9H18N2O,tertiary,CC(C)=NOC[C@@H]1CCCN1C,10,base,pKAH1,8.11,chembl,XHBRUUSJRCHUBZ-VIFPVBQESA-N,8.576193606606108,8.611397908087218
26932,C7H16N2O2,secondary,OCC(O)CN1CCNCC1,5,base,pKAH1,9.24,chembl,UXQHRRWIFFJGMQ-UHFFFAOYSA-N,9.503634989068457,9.56834277547412
26956,C12H17N5O,secondary,Nc1nc(O)c2[nH]cc(CC3CCCNC3)c2n1,14,base,pKAH1,10.11,chembl,IWUYDPBODHDBML-UHFFFAOYSA-N,10.2704678960818,10.318941654731404
26957,C13H16N2O,tertiary,c1ccc2c(CN3CCOCC3)c[nH]c2c1,6,base,pKAH1,7.14,chembl,VHGISLOQNDQFIW-UHFFFAOYSA-N,8.695298218578186,8.644393964402157
27002,C11H14N2O3,secondary,O=[N+]([O-])c1ccc2c(c1)CNC(CCO)C2,10,base,pKAH1,8.29,chembl,KDAGWLCELSPTEG-UHFFFAOYSA-N,7.995954058201995,8.541781363458663
27014,C8H14N2O3,primary,NC1CCCCN(CC(=O)O)C1=O,0,base,pKAH1,8.43,chembl,NBOYLYUNMQVMQY-UHFFFAOYSA-N,8.855077690236621,9.139353919094336
27015,C13H14N2,secondary,c1ccc2ncc(C3CCCN3)cc2c1,11,base,pKAH1,10.11,chembl,QETHIJNTMQASAU-UHFFFAOYSA-N,8.723351679878084,8.736160557844338
27019,C10H19N,primary,C[C@H]1[C@H](N)C[C@@H]2C[C@H]1C2(C)C,3,base,pKAH1,10.48,chembl,VPTSZLVPZCTAHZ-BZNPZCIMSA-N,10.511996855702028,10.465210428059738
27035,C12H21N,tertiary,CN(C)CC12CC3CC(CC1C3)C2,1,base,pKAH1,9.85,chembl,PFIZRXQWKPZEFT-UHFFFAOYSA-N,10.079203923992578,10.088269116017987
27040,C11H15NO,secondary,c1ccc(OC2CCNCC2)cc1,8,base,pKAH1,9.82,chembl,KBYPITRKIJKGMD-UHFFFAOYSA-N,9.651836699408827,9.487792041451883
