ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,MLa_Prediction,MLb_Prediction
78427,C13H20N2O3,secondary,OC[C@H](NC[C@H]1NC[C@H](O)[C@@H]1O)c1ccccc1,6,base,pKAH1,9.13,chembl,OGMKEJTXCCFISS-MROQNXINSA-N,7.98856434283988,8.528474272292199
78429,C10H17N3,tertiary,CN1CCC(Cc2c[nH]cn2)CC1,1,base,pKAH1,9.19,chembl,KIAVPENCSGKVQP-UHFFFAOYSA-N,10.139045682651023,10.188090394634425
78440,C12H19NO,tertiary,CC(=O)C(C)CC#CCN1CCCC1,9,base,pKAH1,7.86,chembl,FFWLTEFDRQBMQC-UHFFFAOYSA-N,8.159763613439688,8.391974784927857
78450,C10H17N5O,tertiary,COc1cnc(N)nc1N1CCN(C)CC1,7,base,pKAH1,7.2,chembl,OREAPUYRKBJJQP-UHFFFAOYSA-N,8.60431579276926,8.828947086922927
78469,C13H17N,secondary,Cc1cccc2c1C(C)[C@@H]1CNC[C@H]21,11,base,pKAH1,11.07,chembl,QXWBUZGTHPJGMR-CLGJWYQZSA-N,9.960978796458988,10.017812442533506
78486,C12H17N3O,tertiary,CN(C)CCCNc1nc2ccccc2o1,1,base,pKAH1,9.4,chembl,QTIJRDJYOBNLRN-UHFFFAOYSA-N,8.793198827330121,8.807581797278043
78490,C10H15NO,primary,COc1cccc(C[C@H](C)N)c1,10,base,pKAH1,9.99,chembl,VEJWNIYARKAHFI-QMMMGPOBSA-N,9.846884234506241,9.81114389250784
78519,C13H16N4O,secondary,NC(=O)c1cccc2[nH]c(C3CCCCN3)nc12,15,base,pKAH1,8.34,chembl,QRGBDUGNPYKQHW-UHFFFAOYSA-N,8.864010023542091,8.761195796482687
78535,C8H11N3,primary,N=C(N)c1cccc(CN)c1,0,base,pKAH1,11.42,chembl,IXEKVJHHZCSSAI-UHFFFAOYSA-N,9.709483148730737,9.691157588884966
78548,C11H17N3O6,primary,COC(=O)/C=C/C(=O)NC[C@H](N)C(=O)N[C@@H](C)C(=O)O,11,base,pKAH1,7.42,chembl,PKOFSQNBHXRVDF-FWDZIHJBSA-N,7.698191571843944,8.203288994792278
78562,C13H19NO3,tertiary,C[C@@H]1C(=O)O[C@@]23CCCN4CCC[C@H](O2)[C@H]4[C@@H]13,9,base,pKAH1,8.74,chembl,NZKVEHYEBCHMPJ-XPORZQOISA-N,7.5867093776468515,8.489501192314318
78580,C12H17N3O2,secondary,CC(=O)NCc1cncc(OC[C@@H]2CCN2)c1,15,base,pKAH1,9.78,chembl,JNECVQZFJHMXEO-NSHDSACASA-N,9.143841700116,9.33752704654962
78650,C10H21NO4,secondary,CCCC[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,5,base,pKAH1,8.35,chembl,ZSNFEMNRWFDMNU-CVPUBMOQSA-N,8.29783731902673,8.605503673205925
78655,C8H17NO4,tertiary,C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCO,9,base,pKAH1,8.05,chembl,RHSXPHNUNZVEGD-ULAWRXDQSA-N,8.32483250153222,8.595889682523975
78672,C12H14N2,tertiary,CN1CCc2cccc3[nH]cc(c23)C1,1,base,pKAH1,7.98,chembl,UNYZCCDZGZDKJH-UHFFFAOYSA-N,8.865646977431805,8.820496909994237
78702,C7H15NO5,secondary,OC[C@H]1N[C@H](CO)[C@H](O)C(O)[C@H]1O,3,base,pKAH1,7.6,chembl,CLVUFWXGNIFGNC-ZXXMMSQZSA-N,7.642945456697933,8.466611948685726
78710,C9H14N2O2,tertiary,O=C1NCC2(CN3CCC2CC3)O1,6,base,pKAH1,9.04,chembl,TYAGAVRSOFABFO-UHFFFAOYSA-N,8.32319424442744,8.676356378853178
78714,C13H18N4O2,tertiary,CN1CCN(CCn2c(=O)oc3cccnc32)CC1,4,base,pKAH1,7.8,chembl,KGHUULOEVIKOJK-UHFFFAOYSA-N,7.728578614947104,8.542389526036615
78720,C13H21NO3,secondary,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,4,base,pKAH1,9.4,chembl,NDAUXUAQIAJITI-GFCCVEGCSA-N,8.177267040765528,8.5404250075477
78721,C11H12N4,secondary,N#Cc1cncc(N2C[C@@H]3CNC[C@@H]32)c1,11,base,pKAH1,10.36,chembl,GPXAWLDGWSBLKM-ONGXEEELSA-N,8.846410060218329,8.933404855252125
78808,C10H14N8O,tertiary,Nc1nc(N)c2nc(CN3CCOCC3)nnc2n1,2,base,pKAH1,4.53,chembl,KPNCDSYHEKUMBS-UHFFFAOYSA-N,7.877733921606896,8.55037416954196
78838,C8H10N2O4,primary,NCCc1cc(O)c([N+](=O)[O-])cc1O,0,base,pKAH1,9.24,chembl,PYVMPIIVMMPROM-UHFFFAOYSA-N,7.4338153058026455,8.540442726914932
78860,C12H16N4O4,primary,COc1nn(CCOCCN)c2ccc([N+](=O)[O-])cc12,10,base,pKAH1,9.45,chembl,IHHXIJWWGUUMBZ-UHFFFAOYSA-N,9.792846555297835,9.756767578041002
78861,C12H16N2O2,secondary,CC(C)C1Cc2ccc([N+](=O)[O-])cc2CN1,15,base,pKAH1,8.92,chembl,PUNSQJRRQYAGFC-UHFFFAOYSA-N,7.863087929578894,8.744022462055957
78866,C10H19N3O10,tertiary,CN(C)CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-].O=C(O)C(=O)O,1,base,pKAH1,9.79,chembl,JXKDPLPXFZNFKG-UHFFFAOYSA-N,7.467798372937873,8.53544770635374
78886,C10H15N,secondary,CNC(C)Cc1ccccc1,1,base,pKAH1,10.21,chembl,MYWUZJCMWCOHBA-UHFFFAOYSA-N,9.508576659145731,9.533723110615428
78920,C12H15N3,primary,NCCCn1cnc(-c2ccccc2)c1,0,base,pKAH1,10.31,chembl,NWGVMGGOICDPBP-UHFFFAOYSA-N,8.287170561222748,8.578611816073483
78958,C9H20N2O,secondary,CCCNCCCCNC(C)=O,3,base,pKAH1,10.45,chembl,SDXKNLVFKYSEAE-UHFFFAOYSA-N,9.036788664675647,8.89241736085031
78967,C8H15NO2,tertiary,OC1CN2CCCCC2C1O,3,base,pKAH1,9.98,chembl,SQECYPINZNWUTE-UHFFFAOYSA-N,8.862273803392693,8.83811019590073
78980,C13H20N6,primary,CCCC[C@H](CN)Nc1nc(N)nc2cccnc12,6,base,pKAH1,9.64,chembl,ATFVZNWHRHNNNN-SECBINFHSA-N,8.530001004022708,8.703843301696235
78982,C10H16N2O2,tertiary,Cc1cc([C@@H]2C[C@H](CO)CN2C)on1,10,base,pKAH1,7.89,chembl,AZBOTYZVVSPOGY-IUCAKERBSA-N,8.37859635709126,8.42259337576022
78984,C10H13NO,secondary,CC1NCCc2cc(O)ccc21,2,base,pKAH1,8.91,chembl,WTTCKKHZWWAOHI-UHFFFAOYSA-N,9.274988278669783,9.38000671949803
78986,C10H13N,secondary,CN[C@@H]1CCc2ccccc21,1,base,pKAH1,9.53,chembl,AIXUYZODYPPNAV-SNVBAGLBSA-N,9.313722417937976,9.43581316704203
79003,C10H19NO2,tertiary,CCCC(=O)OC1CCN(C)CC1,9,base,pKAH1,8.72,chembl,ZDIPDZCEYMNVHW-UHFFFAOYSA-N,8.622333289286106,8.684769496011288
79006,C11H15N,primary,NC1C2C3CC4C1C1C2CC3C41,0,base,pKAH1,10.51,chembl,QJVKRKOJYPDHKU-UHFFFAOYSA-N,10.157915042053045,10.245723502051959
79011,C8H18N4O,primary,NCCC(N)C(=O)N1CCNCC1,0,base,pKAH1,9.66,chembl,WRBYJQJHVAKNBW-UHFFFAOYSA-N,9.21948924894515,9.338652251554159
79021,C11H22N4O3,primary,CC(=O)N[C@H](CCCN)C(=O)NC(C)(C)C(N)=O,8,base,pKAH1,9.6,chembl,XBCYIRCOIWJBTN-MRVPVSSYSA-N,9.866741837119163,9.900308934745407
79024,C12H12N4O2,primary,NCC(=O)Nc1cc(-c2ccncc2)c[nH]c1=O,0,base,pKAH1,7.98,chembl,SQQOYUCRGKOEFN-UHFFFAOYSA-N,7.992867406766056,8.418815545337917
79104,C2H6N2O2,primary,NC(=O)C(N)O,4,base,pKAH1,7.39,chembl,INSITUAMMWMRDA-UHFFFAOYSA-N,8.601887363242406,9.376237670669385
79130,C8H14N4O,tertiary,CN1CCCC(c2nc(N)no2)C1,1,base,pKAH1,8.17,chembl,ZULIXHCYSWQPQR-UHFFFAOYSA-N,8.571468062044037,8.678378095756624
79136,C12H14N4,secondary,N#Cc1cncc(N2CC[C@@H]3CN[C@@H]3C2)c1,12,base,pKAH1,9.84,chembl,DHAPEAFRILEWCS-ZYHUDNBSSA-N,9.534090091180882,9.562923394912506
79146,C5H8N2O3,secondary,NC(=O)[C@@H]1C[C@H](C(=O)O)N1,9,base,pKAH1,8.01,chembl,QBMYZLYRDPNMDN-STHAYSLISA-N,7.940769349633621,8.27022051562273
79153,C3H10N2O2,primary,NC[C@H](O)CON,0,base,pKAH1,9.52,chembl,UFOZXNZOYKGSQO-VKHMYHEASA-N,8.658873607615714,8.913779177553666
79173,C13H21N3O4,tertiary,COCC(C(=O)N1CCN(C)CC1)N1C(=O)CCC1=O,9,base,pKAH1,6.9,chembl,NRNSKBUOQRMLJM-UHFFFAOYSA-N,7.420279421207317,8.490780986919063
79181,C10H15N3,tertiary,CN1CCC(=Cc2c[nH]cn2)CC1,1,base,pKAH1,8.2,chembl,QLBRKVWXZLTJGJ-UHFFFAOYSA-N,8.7545235341566,8.826605285117221
79186,C11H13N3O,secondary,C[C@H]1Cn2c(O)nc3cccc(c32)CN1,14,base,pKAH1,8.5,chembl,GTNCOIIPIKEYMW-ZETCQYMHSA-N,8.63855047605049,8.570330307504898
79197,C10H17N,primary,NCC12CC3CC(CC1C3)C2,0,base,pKAH1,9.9,chembl,WSOOPHBNNKGWGN-UHFFFAOYSA-N,10.284383588795675,10.401654486511072
79210,C13H26N2,primary,CC(C)=CCCC(C)=CCNCCCN,10,base,pKAH1,10.05,chembl,QQLYOKNVUBMTBS-UHFFFAOYSA-N,10.357701613868702,10.291613067201716
79251,C12H18N2,secondary,CCN[C@@H]1CCN(c2ccccc2)C1,2,base,pKAH1,9.78,chembl,SUKLAXLXOKENAK-LLVKDONJSA-N,9.220634057894765,9.181021582668077
79284,C12H16N2O3,primary,C[C@H](NC(=O)CN)C(=O)OCc1ccccc1,6,base,pKAH1,8.14,chembl,QDAJREIVNJGHAV-VIFPVBQESA-N,7.892339446997138,8.514611695463396
79320,C10H17N3,secondary,CCCNC1CCc2n[nH]cc2C1,3,base,pKAH1,10.32,chembl,PYXYUOJSCYNCKM-UHFFFAOYSA-N,9.624026803712232,9.431629267668972
79347,C13H17N3O,secondary,CC(C)[C@H]1Cn2c(O)nc3cccc(c32)CN1,16,base,pKAH1,8.81,chembl,GYSYFNJXIQHFGL-LLVKDONJSA-N,8.858422706465646,8.709351905172094
79378,C5H12N2O,primary,NOC[C@H]1C[C@H](N)C1,6,base,pKAH1,10.23,chembl,LKNRREDOTQDVTP-URHBZAFASA-N,10.053276248180305,10.262205775576689
79382,C9H21N3O2,primary,NCCCNCCCCCC(=O)NO,4,base,pKAH1,10.51,chembl,BREASWSBOVLQOH-UHFFFAOYSA-N,10.332730546574517,10.306897018883694
79384,C9H13NO2,secondary,CNC[C@H](O)c1ccc(O)cc1,1,base,pKAH1,9.15,chembl,YRCWQPVGYLYSOX-VIFPVBQESA-N,8.641903300776228,8.598405205107461
79426,C10H16N2O2,tertiary,CCOc1noc2c1CCN(C)CC2,10,base,pKAH1,9.56,chembl,KWOCARMIOVZKHC-UHFFFAOYSA-N,8.429881292794125,8.447737267275812
79437,C11H14N4,secondary,c1c[nH]c2nc(C3CCNCC3)nc-2c1,9,base,pKAH1,9.9,chembl,VJKGFMGCWPESKG-UHFFFAOYSA-N,9.953354572813076,9.957784110608708
79466,C9H13N5O,tertiary,CN(C)Cc1ccc(-c2n[nH]c(N)n2)o1,1,base,pKAH1,9.09,chembl,GDFCHLUECPRBJF-UHFFFAOYSA-N,8.188212567778281,8.270191771330401
79470,C7H13NO4,secondary,O[C@@H]1[C@H](O)[C@H]2CC[C@](O)(N2)[C@H]1O,9,base,pKAH1,8.57,chembl,FXFBVZOJVHCEDO-BNWJMWRWSA-N,8.391361702957125,8.593093068308056
79471,C12H14N2O,tertiary,CN1CCC[C@@H]1c1cc2ncccc2o1,1,base,pKAH1,8.58,chembl,BJFLPKJLIFUESE-SNVBAGLBSA-N,8.652305829037992,8.662466968471344
79485,C10H17NO2,tertiary,CC(=O)OC1CC2CCC(C1)N2C,11,base,pKAH1,9.39,chembl,MDIDMOWWLBGYPG-UHFFFAOYSA-N,8.609589324493394,8.667237399055288
79511,C10H15N3,tertiary,CN1CCCC1c1cnccc1N,1,base,pKAH1,8.4,chembl,WDZYKJBMQJQBNJ-UHFFFAOYSA-N,9.973909737336399,10.023127469971396
79524,C13H24N2O,tertiary,CC(C)C(=O)N[C@H]1CCCN2CCCC[C@@H]12,10,base,pKAH1,8.56,chembl,MCMIYTCDHIMTIE-RYUDHWBXSA-N,9.438772847552837,9.412190358316042
79541,C8H19NO,primary,CCCCCCC(O)CN,9,base,pKAH1,9.59,chembl,MPGVRLGIUWFEPA-UHFFFAOYSA-N,9.49184867892527,9.460834896374134
79551,C10H18N6O,tertiary,COCc1nc(N)nc(N2CCN(C)CC2)n1,6,base,pKAH1,7.08,chembl,VPISCWAZKVMMFT-UHFFFAOYSA-N,8.599472944624207,8.780851165524545
79561,C10H20N2O,primary,CC(C)C[C@H](N)C(=O)N1CCCC1,5,base,pKAH1,8.43,chembl,SDPYMZWEYMJMGO-VIFPVBQESA-N,8.723891122177605,8.692250326072898
79579,C13H17N3O,tertiary,C=CCOc1cncc([C@H]2CN3CCC2C3)n1,11,base,pKAH1,8.73,chembl,KVUBEHAEFBCTIE-DTIOYNMSSA-N,9.189061659564718,9.19558193870223
79590,C11H19N3,secondary,CCCCNC1CCc2n[nH]cc2C1,4,base,pKAH1,10.33,chembl,XIWDNPJISURRAQ-UHFFFAOYSA-N,9.921091858782034,9.954409450321895
79594,C8H11N3O,primary,NC[C@H]1C=C[C@H](c2c[nH]cn2)O1,0,base,pKAH1,9.43,chembl,DCDBUDNURLZBED-HTRCEHHLSA-N,9.390465460885933,9.38213910444479
79611,C10H21NO4,tertiary,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,4,base,pKAH1,8.49,chembl,UQRORFVVSGFNRO-AXTSPUMRSA-N,8.290678052911792,8.590949408049797
79626,C12H16N2,tertiary,c1cncc(CN2C3CCC2CC3)c1,6,base,pKAH1,8.65,chembl,SCDKHPSUXHBJDJ-UHFFFAOYSA-N,8.754308674248183,8.860250084382578
79632,C12H29N5O,primary,NCCCNCCCCNCCCNC(=O)CN,0,base,pKAH1,10.79,chembl,SQYYUNVPCWLGJT-UHFFFAOYSA-N,9.083278596299685,9.089674864967412
79678,C13H17NO2,tertiary,CN1CCC[C@H]1[C@@H]1COc2ccccc2O1,1,base,pKAH1,8.5,chembl,UCVNDHGGPNSSQH-GWCFXTLKSA-N,8.276722340102868,8.599027312793881
79688,C10H21NO4,tertiary,CCCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,4,base,pKAH1,8.84,chembl,AKCYTLWYBYXPDN-ZYUZMQFOSA-N,8.392762560516388,8.497100104843284
79693,C13H23N,tertiary,CN(C)CC12CC3(C)CC1CC3(C)C2,1,base,pKAH1,9.85,chembl,LHHYBURMVFJXFB-UHFFFAOYSA-N,10.080503168111257,10.083181373870246
79698,C10H13NO,primary,N[C@H]1CCc2ccccc2[C@H]1O,0,base,pKAH1,9.42,chembl,IIMSEFZOOYSTDO-VHSXEESVSA-N,8.914917259054976,8.794224112848614
79734,C12H14N4O,secondary,NC(=O)c1cccc2[nH]c([C@@H]3CCCN3)nc12,14,base,pKAH1,9.24,chembl,HTZYXVMVVCKCTD-VIFPVBQESA-N,8.692028277491087,8.74301197376954
79757,C12H14N2O2,secondary,O=[N+]([O-])c1ccc2c(c1)C1CNCC(C2)C1,11,base,pKAH1,9.9,chembl,KKVSVXVHHIOCHW-UHFFFAOYSA-N,8.817532181902195,8.677198577345283
79761,C7H15NO4,secondary,C[C@H]1N[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O,2,base,pKAH1,8.15,chembl,ZEWFPWKROPWRKE-PFCGLBSHSA-N,8.35733767154952,8.559602036132368
79770,C6H13NO4,secondary,O[C@@H]1[C@H](O)[C@H](O)CNC[C@H]1O,7,base,pKAH1,8.49,chembl,MRFFNLOQLBWKPJ-KAZBKCHUSA-N,7.85854319150478,8.524225123937693
79781,C7H18N2O4,primary,N[C@@H](CO)[C@@H](O)C[C@H](O)[C@@H](N)CO,0,base,pKAH1,9.29,chembl,CVXNAVDRMVPUOS-AXMZGBSTSA-N,8.264234878127718,8.5915759131673
79815,C6H13NO3,secondary,C[C@@H](O)[C@H]1NC[C@@H](O)[C@H]1O,4,base,pKAH1,9.52,chembl,HVRWFMCLXNLOCH-KVTDHHQDSA-N,8.782005568567548,8.754805560234663
79840,C12H18N2O,primary,CC(C)[C@H](N)C(=O)NCc1ccccc1,4,base,pKAH1,8.51,chembl,APGFMIYGVANCND-NSHDSACASA-N,8.488846398451999,8.660960543219186
79846,C9H14N2,secondary,CCNCCc1cccnc1,2,base,pKAH1,10.02,chembl,BLMSDGDROBLBIR-UHFFFAOYSA-N,9.520551279019177,9.48599655798058
79847,C9H11N3O6,primary,N[C@@H](Cn1c(=O)ccn(CC(=O)O)c1=O)C(=O)O,0,base,pKAH1,8.48,chembl,LHILPKNXWWAWKH-YFKPBYRVSA-N,7.964691104295481,7.840001969022813
79856,C8H14N2,tertiary,CN(C)CCn1cccc1,1,base,pKAH1,9.15,chembl,MKAFXTJXBAATNI-UHFFFAOYSA-N,8.31861730863992,8.618668786909543
79889,C13H20N2O,tertiary,O=C1CCCN1CC#CCN1CCCCC1,10,base,pKAH1,8.05,chembl,BPXJOVJSPDSBSN-UHFFFAOYSA-N,8.471049630670453,8.47029116088431
79894,C11H21NO,primary,NC[C@@]1(O)CCC2CCCCC2C1,0,base,pKAH1,9.64,chembl,MAFDQVWQNYKOJS-VQXHTEKXSA-N,9.701075961866009,9.531344690029023
79917,C12H15N3,secondary,c1cc(N2CCNCC2)c2[nH]ccc2c1,6,base,pKAH1,8.85,chembl,XKDAUEWDPSMDGG-UHFFFAOYSA-N,9.332306161888365,9.32658711948396
79937,C13H16N4O,tertiary,c1cc2nc(N3CCN4CCC3CC4)oc2cn1,8,base,pKAH1,8.29,chembl,AJMDHGFXFDUETC-UHFFFAOYSA-N,8.266024783919384,8.503176891939535
79967,C12H17NO5,secondary,CCOC(=O)c1cc([C@@H]2NC[C@@H](O)[C@H]2O)oc1C,9,base,pKAH1,7.93,chembl,HQEANUUDGAQVBA-DVVUODLYSA-N,7.61513225609235,8.513726929049033
79976,C13H13N3O,secondary,N#Cc1cccc2c1C(=O)N1CCNC[C@H]1C2,13,base,pKAH1,7.59,chembl,JXSIQDNOWJXKMJ-LLVKDONJSA-N,7.612642309683163,8.59992832471766
80014,C13H11N,secondary,C1#Cc2ccccc2C#CCNCC1,11,base,pKAH1,8.15,chembl,YQTGDDMDGVOTAA-UHFFFAOYSA-N,8.197111799373992,8.757793143520866
80018,C11H15N3,secondary,c1cc2c(cn1)N1CCNC[C@H]1CC2,9,base,pKAH1,8.97,chembl,NRPXQHDKDYSGEW-SNVBAGLBSA-N,9.418219012296612,9.40802661416341
80028,C10H21NO,primary,NCC(O)C1CCCCCCC1,0,base,pKAH1,9.58,chembl,NUOYMOJXFODLFN-UHFFFAOYSA-N,9.394065980351973,9.435650264950283
80034,C12H12N2,secondary,C(#Cc1ccccn1)C1=CCNCC1,11,base,pKAH1,9.71,chembl,UZNRTXNWHDCSNN-UHFFFAOYSA-N,8.659882550974297,8.896268613316064
80060,C10H15NO2,secondary,CNCC(C)c1ccc(O)c(O)c1,1,base,pKAH1,10.39,chembl,GADNXORTHJZMLX-UHFFFAOYSA-N,8.821101372092707,8.73610265810605
80072,C12H20N4O2,secondary,C[C@@H]1N[C@H](C(=O)N(C)CC#N)C[C@@H]1C(=O)N(C)C,2,base,pKAH1,9.21,chembl,WSSUDCNBWLNBBU-GUBZILKMSA-N,8.010719827339134,8.691561302257087
80082,C12H16N2,secondary,C[C@@H]1CNC[C@H]2Cc3ccccc3N21,3,base,pKAH1,9.2,chembl,NITMFLAGDPNBNV-MWLCHTKSSA-N,8.928879722949738,8.859200318368085
80116,C9H17NO4,tertiary,C[C@@H]1C[C@H](O)[C@@H]2[C@H](O)[C@H](O)[C@@H](CO)N21,13,base,pKAH1,9.01,chembl,PIBHCJDPQRCONN-MWRHRVLASA-N,8.293692013028155,8.53870425644709
80139,C10H13N3O3,primary,NCC(=O)NNC(=O)OCc1ccccc1,0,base,pKAH1,7.69,chembl,KGIOXEWPWAEXJJ-UHFFFAOYSA-N,7.940461490188442,8.5236432739031
80157,C11H21N3O,tertiary,Cc1cn(C)c(OCC[C@@H](C)N(C)C)n1,11,base,pKAH1,9.54,chembl,CTHZDJIEURVZQA-SNVBAGLBSA-N,8.724465128752414,8.758858309567842
80160,C13H15NO,tertiary,C#CCN(C)C1CCc2ccc(O)cc21,3,base,pKAH1,7.9,chembl,AXIKLEVFYDZYKE-UHFFFAOYSA-N,8.675494850378886,8.673840101098577
80161,C3H7N,tertiary,CN1CC1,1,base,pKAH1,6.76,chembl,XLJQPXVBQNJNLW-UHFFFAOYSA-N,9.283608854609382,9.472210122245494
80203,C11H15N3,secondary,c1ccc2c(c1)NCC1CNCCN21,10,base,pKAH1,8.71,chembl,PVOSECZBLPUJLZ-UHFFFAOYSA-N,8.978739514484982,8.930564209749058
80230,C12H11N3O,primary,NCc1cc2c(o1)c(N)nc1ccccc12,0,base,pKAH1,7.75,chembl,BITKAPWCMDNGBS-UHFFFAOYSA-N,8.98184298758056,9.079631799110825
80262,C13H23N5,secondary,CN[C@H]1CCN(c2ccnc(NCC(C)C)n2)C1,1,base,pKAH1,9.59,chembl,ROOXXUYZFBALHV-NSHDSACASA-N,8.707643574399778,8.939575715288017
80263,C9H18N2O,tertiary,CC(C)=NOC[C@H]1CCCN1C,10,base,pKAH1,8.11,chembl,XHBRUUSJRCHUBZ-SECBINFHSA-N,8.586391372443982,8.720509976384557
80272,C12H17N,tertiary,CN1CCCCc2ccccc2C1,1,base,pKAH1,9.48,chembl,RATORJMYQGPUIE-UHFFFAOYSA-N,9.08160307008196,9.330278497000371
80288,C12H17NO3,secondary,O=c1cc(CNC2CCCCC2)occ1O,5,base,pKAH1,9.0,chembl,PEYHULHFPLDBAI-UHFFFAOYSA-N,8.593733342837512,8.77893362050836
80297,C6H11NO3,primary,NC1C=CC(O)C(O)C1O,0,base,pKAH1,8.61,chembl,RAJLHDDMNNFKNT-UHFFFAOYSA-N,7.958781547732077,8.575824121376613
80304,C12H19N5,primary,Nc1nc(C2CCCC2)cc(N2CC(N)C2)n1,2,base,pKAH1,9.23,chembl,DMQGRIJTXNTELD-UHFFFAOYSA-N,9.334856376174232,9.378143476474111
80306,C12H18N2O2,tertiary,CCc1nc(C2=CCCN(C)C2)oc1OC,9,base,pKAH1,7.51,chembl,QGZVJIBXGQUSML-UHFFFAOYSA-N,8.5597566393631,8.60915527937156
80317,C13H19NO,tertiary,CC(Oc1ccccc1)C1CCCN1C,13,base,pKAH1,9.33,chembl,UOPNAMLYCDNDDL-UHFFFAOYSA-N,8.870558427248119,8.912615363982683
80322,C10H14N2O,secondary,Cc1cc(/C=C2\CCCNC2)on1,9,base,pKAH1,9.15,chembl,KKVQAQZURYILKT-RMKNXTFCSA-N,9.268760601198867,9.350983776448437
80377,C11H28N4,primary,CC(N)CCNCCCCNCCCN,5,base,pKAH1,10.84,chembl,HRVWUGLKFLQAIY-UHFFFAOYSA-N,10.31451471754704,10.27171199532342
80418,C13H18N4,secondary,CCn1c(N2CCNCC2)nc2ccccc21,7,base,pKAH1,8.82,chembl,LQERTCSWJVMEIY-UHFFFAOYSA-N,9.286825011206592,9.223270271892575
80424,C13H13N3O,primary,NCc1ccc(C(=O)Nc2cccnc2)cc1,0,base,pKAH1,9.14,chembl,IHHFCWHTRUIZOK-UHFFFAOYSA-N,8.81992982778163,8.851780285212957
80436,C12H17NO2,primary,COc1ccc(C2CCC(CN)O2)cc1,11,base,pKAH1,9.48,chembl,SUAFTJAVJHXARK-UHFFFAOYSA-N,9.814560823697734,9.786434537235895
80458,C11H15N5,primary,N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,0,base,pKAH1,9.84,chembl,RAXIOGMWIDLDQC-MRVPVSSYSA-N,9.856729920487691,9.864821908149219
80461,C13H21N3O2,tertiary,CN1CCCC(C2=NOC(N3CCCC3=O)C2)C1,1,base,pKAH1,8.95,chembl,ISUDWPNYNIWYQO-UHFFFAOYSA-N,7.729374183169608,8.389186366577503
80463,C12H18N2O,primary,C[C@H](N)c1cccc(N2CCOCC2)c1,2,base,pKAH1,9.62,chembl,HUBJUNYFFJVKPC-JTQLQIEISA-N,9.764836201196694,9.732252863873766
80472,C13H19NO2,tertiary,CN(C)CC1CCCc2c1ccc(O)c2O,1,base,pKAH1,9.14,chembl,QXIMLJZKBKQQJV-UHFFFAOYSA-N,8.935648702773346,8.973523338049052
80490,C13H20N2O,primary,CC(C)[C@@H](N)C(=O)NCCc1ccccc1,4,base,pKAH1,8.51,chembl,QHTRTOZSVRCEGZ-GFCCVEGCSA-N,8.59645924605416,8.735890642426368
80497,C13H19N3O2,tertiary,CC(=O)N1CCN(CC#CCN2CCCC2)C1=O,11,base,pKAH1,8.18,chembl,SNJAYQZCSQSCPO-UHFFFAOYSA-N,7.798261185929701,8.348264718936917
80502,C12H22N2O,tertiary,CCCN1C[C@H]2C[C@@H](C1)CN(C(C)=O)C2,3,base,pKAH1,9.65,chembl,YAYAXHRTFYNPLK-TXEJJXNPSA-N,8.864415820624746,8.899366452718352
80508,C12H19N3O,primary,NCCCCCC(=O)NCc1cccnc1,0,base,pKAH1,10.21,chembl,KFGLLHQUUUINTC-UHFFFAOYSA-N,10.120209212963395,10.104106652358858
80511,C10H16N4,tertiary,C#CCN(C)Cc1nnn(CC)c1C,3,base,pKAH1,5.82,chembl,QIVHTCQATRJWMU-UHFFFAOYSA-N,7.709260122123055,8.410969852996717
80527,C13H21N7O3,primary,CN(CCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,4,base,pKAH1,9.37,chembl,GUESBIZXVMMZLD-QYVSTXNMSA-N,10.041097164668798,10.057537682367132
80534,C10H13NO3,primary,NC[C@@H]1OCCc2c1ccc(O)c2O,0,base,pKAH1,8.85,chembl,JBSRTZUQAXYSQB-VIFPVBQESA-N,9.470592891113288,9.495227316322385
80547,C11H24N8O4,primary,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCN)C(N)=O,9,base,pKAH1,10.14,chembl,HCPHDLFJNOIJEE-YUMQZZPRSA-N,9.863147725038944,9.916313546929926
80577,C11H15N3,secondary,c1cncc(N2C[C@@H]3CCN[C@@H]3C2)c1,10,base,pKAH1,10.53,chembl,HMWDILXJWAOEJT-GXSJLCMTSA-N,9.544004926246673,9.595579992489997
80594,C13H16N2O2,tertiary,CN1CC[C@@]2(C)C3=CC(=O)C(=O)C=C3N(C)[C@@H]12,1,base,pKAH1,5.76,chembl,HOQNKCYZDSDWJL-OLZOCXBDSA-N,9.688257396430595,9.654300798238339
80599,C11H13N,primary,C[C@H](N)CC#Cc1ccccc1,2,base,pKAH1,10.03,chembl,AIEIYOQMLDXJFT-JTQLQIEISA-N,9.577298369060754,9.445082955400471
